UNLV-ISRI OCR Word Accuracy Report Version 5.1
----------------------------------------------
   53955   Words
   34071   Misrecognized
   36.85%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       1        1     0.00   charta
       1        0   100.00   chatelet
       1        1     0.00   chicanante
       1        1     0.00   chicane
       1        0   100.00   chicanen
       2        2     0.00   chicanera
       1        1     0.00   chicanerad
       1        0   100.00   china
       2        1    50.00   chocolade
       1        1     0.00   chocolat
       1        1     0.00   christelige
       1        0   100.00   christen
       1        0   100.00   christne
       1        1     0.00   chtigt
       1        1     0.00   cicero
       1        1     0.00   cirkel
       2        1    50.00   citerade
      15       10    33.33   ck
      14        8    42.86   cka
       1        1     0.00   ckades
       1        1     0.00   ckandes
       4        4     0.00   ckar
       1        1     0.00   ckare
       1        1     0.00   ckas
       2        1    50.00   ckat
       1        0   100.00   cke
       9        7    22.22   ckelig
       3        3     0.00   ckeligen
       2        2     0.00   ckeligt
       1        1     0.00   ckelse
       8        7    12.50   cken
       9        8    11.11   cker
       1        1     0.00   ckerhet
       1        1     0.00   ckerheten
       1        1     0.00   ckerheter
       1        1     0.00   ckeri
       4        3    25.00   ckhet
       1        1     0.00   ckia
       1        1     0.00   ckirculi
       1        1     0.00   ckligen
       1        1     0.00   cknelige
      22       16    27.27   ckt
       2        2     0.00   ckta
       2        1    50.00   cktad
       1        1     0.00   cktas
       1        0   100.00   cktat
       4        3    25.00   ckte
       3        3     0.00   ckten
       1        1     0.00   cktenskap
       1        1     0.00   ckter
       1        1     0.00   cktet
       3        2    33.33   cktig
       2        1    50.00   cktiga
       1        1     0.00   cktigaste
       3        1    66.67   cktige
       2        2     0.00   cktighet
       1        1     0.00   cktigste
       1        1     0.00   cktingar
       1        1     0.00   cktskap
       1        0   100.00   claudius
       1        1     0.00   climat
       1        1     0.00   coiffera
       1        1     0.00   coiffã
       1        1     0.00   collegie
       1        1     0.00   collegiers
       2        2     0.00   collegio
       1        1     0.00   colonierne
       1        1     0.00   comes
       1        1     0.00   commenderade
       2        2     0.00   commerce
       1        1     0.00   commercens
       1        1     0.00   comminister
       1        1     0.00   commissionaire
       4        4     0.00   commissionairer
       1        1     0.00   commissionairers
       1        1     0.00   commissionerernes
       2        2     0.00   compagnie
       1        1     0.00   compagniet
       1        1     0.00   complet
       1        1     0.00   complett
       2        2     0.00   complimenten
       1        1     0.00   complimenter
